SCORES_TXT_BEGIN_0 0 100 9 BLEU
23 36 9 35 2 34 0 33 33 
22 37 7 36 1 35 0 34 33 
23 37 11 36 3 35 0 34 33 
23 35 8 34 2 33 0 32 33 
22 38 9 37 2 36 0 35 33 
22 36 6 35 1 34 0 33 33 
23 36 10 35 3 34 0 33 33 
22 37 8 36 2 35 0 34 33 
23 36 9 35 2 34 0 33 33 
22 36 8 35 1 34 0 33 33 
21 38 11 37 5 36 2 35 33 
22 37 7 36 1 35 0 34 33 
22 32 8 31 2 30 0 29 33 
23 37 11 36 3 35 0 34 33 
22 37 10 36 2 35 0 34 33 
23 34 10 33 4 32 1 31 33 
23 36 9 35 2 34 0 33 33 
21 33 6 32 1 31 0 30 33 
22 38 9 37 2 36 0 35 33 
22 35 7 34 1 33 0 32 33 
20 37 10 36 5 35 2 34 33 
23 37 10 36 3 35 1 34 33 
21 38 11 37 5 36 2 35 33 
22 35 8 34 3 33 1 32 33 
22 37 7 36 1 35 0 34 33 
23 37 11 36 3 35 0 34 33 
21 31 7 30 2 29 0 28 33 
22 37 10 36 3 35 0 34 33 
23 37 9 36 2 35 0 34 33 
22 36 9 35 2 34 0 33 33 
23 33 9 32 4 31 1 30 33 
23 38 10 37 3 36 1 35 33 
23 38 12 37 4 36 1 35 33 
23 36 9 35 2 34 0 33 33 
22 38 9 37 2 36 0 35 33 
21 32 5 31 1 30 0 29 33 
21 38 8 37 2 36 0 35 33 
23 36 10 35 3 34 1 33 33 
21 37 11 36 5 35 2 34 33 
23 36 9 35 3 34 1 33 33 
20 37 10 36 5 35 2 34 33 
23 35 9 34 2 33 0 32 33 
22 34 7 33 3 32 1 31 33 
23 38 11 37 3 36 0 35 33 
23 35 9 34 2 33 0 32 33 
22 37 7 36 1 35 0 34 33 
20 36 11 35 5 34 2 33 33 
23 39 12 38 4 37 1 36 33 
22 36 8 35 1 34 0 33 33 
23 37 11 36 3 35 0 34 33 
22 36 9 35 3 34 0 33 33 
21 33 8 32 2 31 0 30 33 
23 36 8 35 2 34 0 33 33 
21 38 11 37 5 36 2 35 33 
21 37 10 36 4 35 1 34 33 
23 37 12 36 4 35 1 34 33 
22 36 7 35 1 34 0 33 33 
23 36 9 35 2 34 0 33 33 
23 37 9 36 3 35 1 34 33 
22 35 10 34 4 33 1 32 33 
22 36 7 35 1 34 0 33 33 
23 37 11 36 4 35 1 34 33 
23 35 8 34 2 33 0 32 33 
23 36 11 35 3 34 0 33 33 
22 32 8 31 2 30 0 29 33 
21 37 11 36 5 35 2 34 33 
23 36 11 35 3 34 0 33 33 
22 38 9 37 2 36 0 35 33 
21 37 7 36 2 35 0 34 33 
20 34 6 33 1 32 0 31 33 
23 35 9 34 3 33 1 32 33 
21 32 7 31 1 30 0 29 33 
20 36 10 35 5 34 2 33 33 
22 37 10 36 2 35 0 34 33 
23 34 10 33 4 32 1 31 33 
21 37 11 36 5 35 2 34 33 
20 38 8 37 3 36 1 35 33 
23 37 10 36 3 35 0 34 33 
22 36 9 35 2 34 0 33 33 
22 37 7 36 1 35 0 34 33 
23 34 8 33 2 32 0 31 33 
21 36 8 35 3 34 1 33 33 
23 37 10 36 3 35 1 34 33 
22 36 6 35 1 34 0 33 33 
22 34 9 33 3 32 1 31 33 
22 37 9 36 2 35 0 34 33 
22 36 8 35 1 34 0 33 33 
21 33 6 32 1 31 0 30 33 
19 35 10 34 5 33 2 32 33 
23 36 9 35 2 34 0 33 33 
23 37 11 36 3 35 0 34 33 
23 38 11 37 4 36 1 35 33 
22 37 9 36 2 35 0 34 33 
23 36 10 35 3 34 0 33 33 
21 38 11 37 5 36 2 35 33 
23 36 9 35 2 34 0 33 33 
20 32 7 31 2 30 0 29 33 
23 37 10 36 3 35 1 34 33 
21 38 11 37 5 36 2 35 33 
22 35 8 34 3 33 1 32 33 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
4 6 2 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
4 6 2 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
3 6 1 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
4 6 2 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
4 8 2 7 0 6 0 5 7 
4 8 2 7 0 6 0 5 7 
3 8 1 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
4 6 2 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
3 6 1 5 0 4 0 3 7 
4 6 2 5 0 4 0 3 7 
4 6 2 5 0 4 0 3 7 
4 9 2 8 0 7 0 6 7 
3 7 1 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
3 8 1 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
3 8 1 7 0 6 0 5 7 
3 7 1 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
4 6 2 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
4 9 2 8 0 7 0 6 7 
3 8 1 7 0 6 0 5 7 
3 6 1 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
4 6 2 5 0 4 0 3 7 
4 6 2 5 0 4 0 3 7 
4 9 2 8 0 7 0 6 7 
3 6 1 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
3 6 1 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
3 9 1 8 0 7 0 6 7 
4 8 2 7 0 6 0 5 7 
3 6 1 5 0 4 0 3 7 
3 6 1 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
3 8 1 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 6 2 5 0 4 0 3 7 
3 7 1 6 0 5 0 4 7 
3 9 1 8 0 7 0 6 7 
4 6 2 5 0 4 0 3 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 9 2 8 0 7 0 6 7 
4 8 2 7 0 6 0 5 7 
3 9 1 8 0 7 0 6 7 
3 7 1 6 0 5 0 4 7 
4 9 2 8 0 7 0 6 7 
4 10 2 9 0 8 0 7 7 
3 9 1 8 0 7 0 6 7 
3 7 1 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
2 7 1 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 9 2 8 0 7 0 6 7 
4 8 2 7 0 6 0 5 7 
4 7 2 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
3 6 1 5 0 4 0 3 7 
4 8 2 7 0 6 0 5 7 
4 9 2 8 0 7 0 6 7 
4 7 2 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
3 8 1 7 0 6 0 5 7 
3 7 1 6 0 5 0 4 7 
4 7 2 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
4 8 2 7 0 6 0 5 7 
3 8 1 7 0 6 0 5 7 
3 6 1 5 0 4 0 3 7 
3 7 1 6 0 5 0 4 7 
3 7 1 6 0 5 0 4 7 
4 8 2 7 0 6 0 5 7 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
9 13 6 12 4 11 3 10 12 
9 15 6 14 4 13 3 12 12 
8 12 4 11 1 10 0 9 12 
8 14 4 13 1 12 0 11 12 
10 11 7 10 5 9 3 8 12 
9 13 6 12 4 11 3 10 12 
7 11 3 10 0 9 0 8 12 
7 13 3 12 0 11 0 10 12 
10 12 6 11 4 10 3 9 12 
10 13 6 12 4 11 3 10 12 
8 12 5 11 3 10 2 9 12 
8 14 5 13 3 12 2 11 12 
9 11 6 10 4 9 3 8 12 
9 14 6 13 4 12 3 11 12 
9 11 6 10 4 9 3 8 12 
9 10 5 9 2 8 0 7 12 
10 12 7 11 5 10 3 9 12 
8 12 4 11 1 10 0 9 12 
9 11 4 10 1 9 0 8 12 
10 13 6 12 4 11 3 10 12 
9 12 4 11 1 10 0 9 12 
10 14 6 13 4 12 3 11 12 
9 12 6 11 4 10 3 9 12 
8 10 4 9 1 8 0 7 12 
8 13 4 12 1 11 0 10 12 
8 10 4 9 1 8 0 7 12 
8 9 4 8 1 7 0 6 12 
9 11 5 10 2 9 0 8 12 
7 11 3 10 0 9 0 8 12 
9 14 6 13 4 12 3 11 12 
9 13 6 12 4 11 3 10 12 
9 10 6 9 4 8 2 7 12 
9 13 6 12 4 11 3 10 12 
8 12 5 11 3 10 2 9 12 
8 10 3 9 0 8 0 7 12 
9 12 4 11 1 10 0 9 12 
8 11 3 10 0 9 0 8 12 
9 13 4 12 1 11 0 10 12 
8 11 4 10 1 9 0 8 12 
7 9 3 8 0 7 0 6 12 
9 14 5 13 3 12 2 11 12 
7 12 3 11 0 10 0 9 12 
9 16 5 15 3 14 2 13 12 
7 9 3 8 0 7 0 6 12 
9 11 5 10 3 9 2 8 12 
8 10 4 9 1 8 0 7 12 
10 12 6 11 4 10 3 9 12 
10 13 6 12 4 11 3 10 12 
10 14 6 13 4 12 3 11 12 
9 12 5 11 3 10 2 9 12 
9 13 6 12 4 11 3 10 12 
8 13 4 12 1 11 0 10 12 
8 10 5 9 3 8 2 7 12 
9 14 6 13 4 12 3 11 12 
8 13 5 12 3 11 2 10 12 
9 13 6 12 4 11 3 10 12 
8 12 4 11 1 10 0 9 12 
8 10 5 9 3 8 2 7 12 
9 11 6 10 4 9 2 8 12 
9 12 6 11 4 10 3 9 12 
8 12 4 11 1 10 0 9 12 
8 11 3 10 0 9 0 8 12 
8 12 3 11 0 10 0 9 12 
9 13 3 12 0 11 0 10 12 
7 10 3 9 0 8 0 7 12 
9 15 3 14 0 13 0 12 12 
9 15 6 14 4 13 3 12 12 
9 14 6 13 4 12 3 11 12 
9 12 6 11 4 10 3 9 12 
9 14 6 13 4 12 3 11 12 
9 12 5 11 3 10 2 9 12 
9 12 6 11 4 10 3 9 12 
9 12 6 11 4 10 3 9 12 
9 11 4 10 1 9 0 8 12 
9 12 4 11 1 10 0 9 12 
9 14 6 13 4 12 3 11 12 
10 13 6 12 4 11 3 10 12 
9 12 6 11 4 10 3 9 12 
10 14 6 13 4 12 3 11 12 
9 13 4 12 1 11 0 10 12 
10 15 6 14 4 13 3 12 12 
9 13 5 12 3 11 2 10 12 
8 11 5 10 3 9 2 8 12 
7 12 3 11 0 10 0 9 12 
8 12 4 11 1 10 0 9 12 
10 12 7 11 5 10 3 9 12 
8 13 4 12 1 11 0 10 12 
7 11 3 10 0 9 0 8 12 
8 12 4 11 1 10 0 9 12 
7 11 3 10 0 9 0 8 12 
8 11 4 10 1 9 0 8 12 
9 12 6 11 4 10 3 9 12 
10 12 6 11 4 10 2 9 12 
9 14 6 13 4 12 3 11 12 
9 14 5 13 3 12 2 11 12 
8 13 5 12 3 11 2 10 12 
9 13 6 12 4 11 3 10 12 
9 13 6 12 4 11 3 10 12 
8 12 5 11 3 10 2 9 12 
8 14 4 13 1 12 0 11 12 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 100 9 BLEU
4 9 1 8 0 7 0 6 14 
5 10 2 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 9 1 8 0 7 0 6 14 
4 9 1 8 0 7 0 6 14 
6 10 4 9 2 8 1 7 14 
5 9 2 8 0 7 0 6 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
4 10 1 9 0 8 0 7 14 
5 9 2 8 0 7 0 6 14 
5 10 2 9 0 8 0 7 14 
6 10 4 9 2 8 1 7 14 
4 10 1 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 9 1 8 0 7 0 6 14 
5 10 2 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 9 3 8 0 7 0 6 14 
5 11 2 10 0 9 0 8 14 
5 10 2 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
4 11 1 10 0 9 0 8 14 
5 9 3 8 0 7 0 6 14 
4 9 1 8 0 7 0 6 14 
5 11 1 10 0 9 0 8 14 
4 10 1 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 10 2 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 10 2 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 12 2 11 0 10 0 9 14 
5 11 2 10 0 9 0 8 14 
5 9 2 8 0 7 0 6 14 
3 10 0 9 0 8 0 7 14 
6 11 4 10 2 9 1 8 14 
6 11 3 10 1 9 0 8 14 
5 10 2 9 0 8 0 7 14 
6 10 4 9 2 8 1 7 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 11 1 10 0 9 0 8 14 
4 10 1 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 11 2 10 0 9 0 8 14 
5 9 2 8 0 7 0 6 14 
5 10 2 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
5 11 2 10 0 9 0 8 14 
5 11 2 10 0 9 0 8 14 
5 12 2 11 0 10 0 9 14 
5 10 2 9 0 8 0 7 14 
5 11 2 10 0 9 0 8 14 
4 10 1 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 9 1 8 0 7 0 6 14 
6 11 4 10 2 9 1 8 14 
6 11 4 10 2 9 1 8 14 
4 9 1 8 0 7 0 6 14 
6 10 4 9 2 8 1 7 14 
5 10 2 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
5 10 2 9 0 8 0 7 14 
4 10 1 9 0 8 0 7 14 
4 11 1 10 0 9 0 8 14 
