SCORES_TXT_BEGIN_0 0 100 9 BLEU
19 36 7 35 0 34 0 33 33 
20 35 8 34 1 33 0 32 33 
22 37 9 36 2 35 1 34 33 
19 36 7 35 0 34 0 33 33 
20 36 8 35 1 34 0 33 33 
19 34 8 33 1 32 0 31 33 
18 36 6 35 0 34 0 33 33 
20 35 8 34 1 33 0 32 33 
20 36 9 35 2 34 1 33 33 
21 35 9 34 2 33 0 32 33 
22 37 9 36 2 35 1 34 33 
17 36 6 35 0 34 0 33 33 
19 36 7 35 0 34 0 33 33 
23 37 10 36 3 35 1 34 33 
21 36 9 35 2 34 1 33 33 
20 36 8 35 1 34 0 33 33 
19 36 6 35 0 34 0 33 33 
20 34 9 33 2 32 0 31 33 
20 35 8 34 1 33 0 32 33 
18 36 6 35 0 34 0 33 33 
19 38 7 37 0 36 0 35 33 
19 37 7 36 0 35 0 34 33 
19 36 7 35 1 34 0 33 33 
21 35 9 34 2 33 0 32 33 
21 36 10 35 3 34 1 33 33 
22 37 9 36 2 35 1 34 33 
20 35 9 34 2 33 1 32 33 
20 35 7 34 1 33 0 32 33 
17 36 6 35 0 34 0 33 33 
19 36 7 35 0 34 0 33 33 
23 37 10 36 3 35 1 34 33 
18 36 7 35 1 34 0 33 33 
21 36 9 35 2 34 1 33 33 
17 36 5 35 0 34 0 33 33 
20 36 8 35 1 34 0 33 33 
22 37 8 36 2 35 1 34 33 
18 38 7 37 0 36 0 35 33 
22 36 10 35 3 34 1 33 33 
17 33 6 32 0 31 0 30 33 
19 37 7 36 0 35 0 34 33 
20 36 8 35 1 34 0 33 33 
18 36 7 35 0 34 0 33 33 
19 38 6 37 0 36 0 35 33 
19 34 8 33 1 32 0 31 33 
19 39 6 38 0 37 0 36 33 
19 36 6 35 0 34 0 33 33 
19 34 8 33 1 32 0 31 33 
18 38 7 37 0 36 0 35 33 
18 38 6 37 0 36 0 35 33 
19 34 6 33 1 32 0 31 33 
22 38 9 37 2 36 1 35 33 
18 36 6 35 0 34 0 33 33 
20 35 8 34 1 33 0 32 33 
20 36 9 35 2 34 1 33 33 
19 39 6 38 0 37 0 36 33 
22 37 9 36 2 35 1 34 33 
19 34 7 33 1 32 0 31 33 
20 36 9 35 2 34 1 33 33 
21 35 9 34 2 33 0 32 33 
19 38 7 37 0 36 0 35 33 
19 37 7 36 0 35 0 34 33 
19 36 7 35 1 34 0 33 33 
20 36 7 35 2 34 1 33 33 
18 32 7 31 1 30 0 29 33 
20 36 8 35 1 34 0 33 33 
20 38 8 37 1 36 0 35 33 
20 38 8 37 1 36 0 35 33 
19 35 8 34 1 33 0 32 33 
19 36 7 35 0 34 0 33 33 
20 37 8 36 1 35 0 34 33 
22 37 9 36 2 35 1 34 33 
19 36 6 35 0 34 0 33 33 
19 36 7 35 0 34 0 33 33 
18 36 5 35 0 34 0 33 33 
17 36 6 35 0 34 0 33 33 
20 35 7 34 1 33 0 32 33 
20 36 8 35 2 34 1 33 33 
23 37 10 36 3 35 1 34 33 
18 33 6 32 0 31 0 30 33 
21 35 10 34 3 33 1 32 33 
19 35 8 34 1 33 0 32 33 
21 36 9 35 2 34 1 33 33 
20 34 8 33 2 32 1 31 33 
22 38 9 37 2 36 1 35 33 
